id,date,time,incident_type,point_x,point_y,longitude,latitude
5686,1/19/2013 0:00:00,"12:00:00",6,137602.84,273991.85,-67.0242029248,18.5009301921
5687,1/15/2013 0:00:00,"01:00:00",6,134554.93,253781.95,-67.0524178758,18.3182508924
5688,1/23/2013 0:00:00,"18:15:00",6,147715.07,256236.17,-66.9279915381,18.3407856469
5689,1/20/2013 0:00:00,"05:00:00",5,133738.36,275394.63,-67.0608428404,18.5134873871
5690,1/29/2013 0:00:00,"16:00:00",6,136969.99,273965.17,-67.030194829,18.5006706105
5691,1/27/2013 0:00:00,"19:00:00",6,120690.81,260775.39,-67.1838367734,18.3809658916
5692,1/23/2013 0:00:00,"02:00:00",6,131672.47,270138.70,-67.0802311894,18.4659378843
5693,1/24/2013 0:00:00,"15:28:00",5,137797.10,274787.42,-67.0223876274,18.5081233885
5694,1/29/2013 0:00:00,"07:35:00",5,138839.53,256928.66,-67.0119815904,18.3468070858
5695,1/29/2013 0:00:00,"14:00:00",6,124259.10,273160.66,-67.150529398,18.4929902667
5696,1/16/2013 0:00:00,"08:30:00",5,137327.28,252444.90,-67.0261517803,18.3062538929
5697,1/16/2013 0:00:00,"03:00:00",5,123784.66,263973.05,-67.1546791555,18.4099677987
5698,1/19/2013 0:00:00,"10:00:00",5,133737.32,256832.30,-67.0602508704,18.3457847631
5699,1/24/2013 0:00:00,"15:00:00",6,138680.61,272856.49,-67.0139629664,18.4907039612
5700,1/20/2013 0:00:00,"15:00:00",5,128367.11,274513.12,-67.1116781603,18.5053504151
5701,1/29/2013 0:00:00,"20:00:00",6,140894.02,255822.70,-66.9925119273,18.3368727384
5702,1/26/2013 0:00:00,"12:23:00",6,138040.66,270827.95,-67.0199610398,18.4723586994
5703,1/29/2013 0:00:00,"00:00:00",3,133281.79,274485.40,-67.0651368969,18.5052588187
5704,1/24/2013 0:00:00,"03:00:00",6,139436.88,270490.80,-67.0067317957,18.4693526677
5705,1/26/2013 0:00:00,"20:30:00",4,119750.16,260537.66,-67.1927287205,18.3787830555
